Count,Name,Foil,Edition,Condition,Language,MKM Price
1,Stormblood Berserker,,Modern Masters 2015,NM,English,
1,Stormblood Berserker,,Magic 2012 Core Set,NM,English,
1,Stormchaser Chimera,,Conspiracy: Take the Crown,NM,English,
4,Stormrider Spirit,,Innistrad Midnight Hunt,NM,English,
1,Stormtide Leviathan,,Magic 2011,SP,English,
1,Story Seeker,,Kaldheim,NM,English,
1,Strategic Planning,,Kaldheim,NM,English,
1,Strategic Planning,,Amonkhet,NM,English,
2,Strategic Planning (Borderless),,Strixhaven Mystical Archive,NM,English,
1,Stratus Dancer,foil,Dragons of Tarkir,NM,English,
4,Stream of Thought,,Modern Horizons,NM,English,
2,Strength of Solidarity,,Zendikar Rising,NM,English,
1,Strength of the Coalition,,Dominaria United,NM,English,
1,String of Disappearances,,Modern Horizons,NM,English,
1,Stromkirk Bloodthief,,Innistrad Midnight Hunt,NM,English,
1,Stronghold Confessor,,Dominaria,NM,English,
1,Stronghold Rats,,Time Spiral Remastered,NM,English,
3,Struggle for Skemfar,,Kaldheim,NM,English,
4,Stuffed Bear,,Innistrad Midnight Hunt,NM,English,
2,Subtle Strike,,Zendikar Rising,NM,English,
1,Sudden Breakthrough,,Kaldheim,NM,English,
3,Sudden Spinnerets,,Ikoria: Lair of Behemoths,NM,English,
2,Suffocating Fumes,,Ikoria: Lair of Behemoths,NM,English,
1,Sulfurous Blast,,Conspiracy: Take the Crown,NM,English,
1,Sultai Ascendancy,,Khans of Tarkir,NM,German,
2,Sultai Charm,foil,Gift Boxes and Promos,NM,English,
1,Sunbathing Rootwalla,,Dominaria United,NM,English,
1,Sunblast Angel,,Duel Decks: Venser vs. Koth,NM,English,
2,Sungold Barrage,,Innistrad Midnight Hunt,NM,English,
1,Sunhome Guildmage,,Gatecrash,NM,English,
1,Sunhome Guildmage,foil,Modern Masters 2017,NM,English,
1,"Sunhome, Fortress of the Legion",,Ravnica: City of Guilds,SP,English,
1,Sunlit Marsh,,Dominaria United,NM,English,
1,Sunmane Pegasus,,Theros: Beyondd Death,NM,English,
2,Sunrise Cavalier,,Innistrad Midnight Hunt,NM,English,
1,Sunscorch Regent,,Dragons of Tarkir,NM,English,
1,Sunspear Shikari,foil,Modern Masters 2015,NM,English,
1,Super-Duper Death Ray,,Unstable,NM,English,
1,Supernatural Rescue,,Innistrad: Crimson Vow,NM,English,
1,Supernatural Stamina,,Amonkhet,NM,English,
2,Sure Strike,,Core Set 2021,NM,English,
1,Surge Node,,Double Masters,NM,English,
1,Surrakar Marauder,,Zendikar,SP,English,
1,Surtland Frostpyre,,Kaldheim,NM,English,
1,Survivors' Bond,,Ikoria: Lair of Behemoths,NM,English,
1,Suspension Field,,Khans of Tarkir,NM,English,
1,Swamp (Showcase),,Core Set 2021,NM,English,
1,Swan Song,,Theros,NM,English,
1,Swarm Guildmage,,Guilds of Ravnica,NM,English,
1,Swarming Goblins,foil,Adventures in the Forgotten Realms,NM,English,
2,Swarming Goblins,,Adventures in the Forgotten Realms,NM,English,
1,Sweep the Skies,,Modern Horizons 2,NM,English,
1,Swift Response,,Core Set 2021,NM,English,
3,Swiftwater Cliffs,,Khans of Tarkir,NM,English,
1,Swiftwater Cliffs,,Core Set 2021,NM,English,
1,Swiftwater Cliffs,,Kamigawa: Neon Dynasty,NM,English,
1,Swooping Protector,,Streets of New Capenna,NM,English,
1,Sword of Vengeance,,Commander 2017,NM,English,
1,Sylvan Bounty,foil,Modern Masters 2015,NM,English,
2,Sylvan Ranger,,Duel Decks: Ajani vs. Nicol Bolas,NM,English,
1,Sylvan Reclamation,,Commander 2016,NM,English,
1,Sylvan Scrying (FNM Promo),,DCI Promo,NM,English,
1,Symbol Status,,Unhinged,NM,English,
1,Symmetry Sage,,Strixhaven: School of Mages,NM,English,
2,Synchronized Spellcraft,,Zendikar Rising,NM,English,
1,Syncopate,,Innistrad: Crimson Vow,NM,English,
1,Syndicate Guildmage,,Ravnica Allegiance,NM,English,
2,"Syr Alin, the Lion's Claw",,Throne of Eldraine,NM,English,
1,"Syr Faren, the Hengehammer",,Throne of Eldraine,NM,English,
1,Tablet of the Guilds,foil,Return to Ravnica,NM,English,
1,"Tahngarth, First Mate",,Commander 2019,NM,English,
3,Tajuru Blightblade,,Zendikar Rising,NM,English,
1,Tajuru Blightblade,foil,Zendikar Rising,NM,English,
2,Tajuru Snarecaster,,Zendikar Rising,NM,English,
1,Take to the Streets,,Streets of New Capenna,NM,English,
1,Tales of Master Seshiro // Seshiro's Living Legacy,,Kamigawa: Neon Dynasty,NM,English,
1,Tamiyo's Compleation,,Kamigawa: Neon Dynasty,NM,English,
2,Tamiyo's Epiphany,,War of the Spark,NM,English,
1,Tangled Florahedron // Tangled Vale,,Zendikar Rising,NM,English,
2,Tangled Islet,,Dominaria United,NM,English,
2,Tanglepool Bridge,,Modern Horizons 2,NM,English,
6,Tangletrap,,Strixhaven: School of Mages,NM,English,
2,Tapping at the Window,,Innistrad Midnight Hunt,NM,English,
1,"Tatyova, Steward of Tides",,Dominaria United,NM,English,
1,"Tatyova, Steward of Tides (Showcase)",,Dominaria United,NM,English,
2,Tavern Ruffian // Tavern Smasher,,Innistrad Midnight Hunt,NM,English,
1,Tavern Ruffian // Tavern Smasher (Showcase),foil,Innistrad Midnight Hunt,NM,English,
1,Tavern Ruffian // Tavern Smasher (Showcase),,Innistrad Midnight Hunt,NM,English,
2,Tavern Scoundrel,,Modern Horizons 2,NM,English,
1,Tazeem Raptor,foil,Zendikar Rising,NM,English,
2,Tazeem Raptor,,Zendikar Rising,NM,English,
1,Tazeem Roilmage,,Zendikar Rising,NM,English,
1,Tazeem Roilmage,,Zendikar Rising,NM,English,
2,Teach by Example,,Strixhaven: School of Mages,NM,English,
3,Team Pennant,,Strixhaven: School of Mages,NM,English,
1,Tear Asunder,,Dominaria United,NM,English,
2,Tectonic Edge,,Worldwake,SP,English,
1,Tectonic Giant,foil,Theros: Beyond Death,NM,English,
1,Teeterpeak Ambusher,,Zendikar Rising,NM,English,
1,Teferi's Time Twist,,War of the Spark,NM,English,
1,Temple of Malice,,Theros: Beyondd Death,NM,English,
1,Temple of the Dragon Queen (Dungeon Module),,Adventures in the Forgotten Realms,NM,English,
1,Temple of the False God,,Commander 2016,NM,English,
1,Temple Thief,,Theros: Beyondd Death,NM,English,
1,Temporal Firestorm,foil,Prerelease Cards,NM,English,
1,Temur Sabertooth,,Fate Reforged,NM,English,
2,Tentative Connection,,Ikoria: Lair of Behemoths,NM,English,
2,Tenured Inkcaster,,Strixhaven: School of Mages,NM,English,
1,Teremko Griffin,,The List,NM,English,
1,Tergrid's Shadow,,Kaldheim,NM,English,
1,Terminal Agony,,Modern Horizons 2,NM,English,
1,Terminal Agony (Retro Frame),,Modern Horizons 2,NM,English,
1,Territorial Scythecat,,Zendikar Rising,NM,English,
2,Territorial Scythecat (Showcase),,Zendikar Rising,NM,English,
1,Territorial Scythecat (Showcase),foil,Zendikar Rising,NM,English,
1,"Teyo, the Shieldmage",,War of the Spark,NM,English,
3,Teyo's Lightshield,,War of the Spark,NM,English,
1,"Teysa, Envoy of Ghosts",,Commander 2015,NM,English,
1,"Thalia, Heretic Cathar",,Eldritch Moon,SP,English,
1,Thaumaturge's Familiar,,Theros: Beyond Death,NM,English,
1,The Binding of the Titans,,Theros: Beyond Death,NM,English,
1,The Birth of Meletis,foil,Theros: Beyond Death,NM,English,
1,The Eldest Reborn,,Dominaria,NM,English,
1,The Fall of Lord Konda // Fragment of Konda,,Kamigawa: Neon Dynasty,NM,English,
1,The Long Reach of Night,,Kamigawa: Neon Dynasty,NM,English,
1,The Mirari Conjecture,,Dominaria,NM,English,
1,The Modern Age // Vector Glider,,Kamigawa: Neon Dynasty,NM,English,
1,The Triumph of Anax,,Theros: Beyond Death,NM,English,
1,Theater of Horrors,,Ravnica Allegiance,NM,English,
2,Thicket Crasher,,Core Set 2020,NM,English,
1,Thief of Blood,,Commander 2015,NM,English,
4,Thieves' Tools,,Adventures in the Forgotten Realms,NM,English,
4,Thieving Otter,,Ikoria: Lair of Behemoths,NM,English,
1,Thirst for Discovery,,Innistrad: Crimson Vow,NM,English,
1,Thirst for Meaning,,Theros: Beyond Death,NM,English,
1,Thopter Arrest,,Aether Revolt,NM,English,
1,Thorn Elemental,,Dominaria,NM,English,
3,Thornado,,Modern Horizons,NM,English,
1,Thornglint Bridge,,Modern Horizons 2,NM,English,
1,Thornweald Archer,foil,Eternal Masters,NM,English,
1,Thornwood Falls,,Ikoria: Lair of Behemoths,NM,English,
1,Thought Vessel,,Commander 2015,NM,English,
1,Thoughtrender Lamia,foil,Journey into Nyx,NM,German,
1,Thousand Winds,,Khans of Tarkir,NM,English,
3,Thraben Exorcism,,Innistrad Midnight Hunt,NM,English,
1,Thraximundar,,Commander (2013),NM,English,
3,Thrill of Possibility,,Core Set 2021,NM,English,
2,Thrill of Possibility,,Dominaria United,NM,English,
1,Thrill of Possibility,,Throne of Eldraine,NM,English,
1,Thrill-Kill Assassin,,Return to Ravnica,NM,English,
1,Thrilling Encore,,Battlebond,NM,English,
1,Thrive,foil,Modern Masters 2015,NM,English,
1,Throne Warden,,Conspiracy: Take the Crown,NM,English,
2,Thunder Drake,,War of the Spark,NM,English,
1,Thundering Ceratok,,War of the Spark,NM,English,
1,Thundering Djinn,,Modern Horizons,NM,English,
1,Thundering Sparkmage,,Zendikar Rising,NM,English,
1,Thundersteel Colossus,,Kamigawa: Neon Dynasty,NM,English,
1,Tidal Barracuda,,Commander 2020,NM,English,
1,Tide Shaper,,Modern Horizons 2,NM,English,
1,Tide Skimmer,,Core Set 2021,NM,English,
1,Tidepool Turtle,,Dominaria United,NM,English,
3,Timberland Guide,,Innistrad Midnight Hunt,NM,English,
1,Time of Ice,,Dominaria,NM,English,
1,Timely Interference,,Dominaria United,NM,English,
1,Timely Reinforcements,,Magic 2012,NM,English,
2,Tireless Hauler // Dire-Strain Brawler,,Innistrad Midnight Hunt,NM,English,
1,Tireless Hauler // Dire-Strain Brawler (Showcase),,Innistrad Midnight Hunt,NM,English,
1,Titan Hunter,,Commander 2020,NM,English,
3,Titanic Growth,,Core Set 2021,NM,English,
3,Tithebearer Giant,,War of the Spark,NM,English,
4,Tizerus Charger,,Modern Horizons 2,NM,English,
1,Togglodyte,,Unhinged,NM,English,
1,Toil // Trouble,,Dragon's Maze,NM,English,
4,Tolarian Geyser,,Dominaria United,NM,English,
1,Tolarian Sentinel,,Time Spiral Remastered,NM,English,
3,Toll of the Invasion,,War of the Spark,NM,English,
1,Tomb of the Spirit Dragon,,Khans of Tarkir,NM,English,
2,Tome Anima,,Core Set 2021,NM,English,
1,Tome Shredder,,Strixhaven: School of Mages,NM,English,
1,Topple the Statue,foil,War of the Spark,NM,English,
2,Topple the Statue,,War of the Spark,NM,English,
1,"Tori D'Avenant, Dury Rider",,Dominaria United,NM,English,
1,"Tori D'Avenant, Dury Rider",foil,Dominaria United,NM,English,
2,Tormenting Voice,,Khans of Tarkir,NM,English,
1,Tormenting Voice,,Conspiracy: Take the Crown,NM,English,
1,Tormenting Voice,,Zendikar Rising,NM,English,
1,Tormenting Voice,,Khans of Tarkir,NM,English,
4,Tormentor's Helm,,Kaldheim,NM,English,
3,Tormod's Cryptkeeper,,Modern Horizons 2,NM,English,
2,Totally Lost,,War of the Spark,NM,English,
1,Tournament Grounds,,Throne of Eldraine,NM,English,
1,Towashi Guide-Bot,,Kamigawa: Neon Dynasty,NM,English,
2,Toxic Scorpion,,Innistrad: Crimson Vow,NM,English,
1,Track Down,,Core Set 2021,NM,English,
3,Tragic Fall,,Modern Horizons 2,NM,English,
1,Traitorous Greed,foil,Core Set 2021,NM,English,
1,Tranquil Cove,,Core Set 2020,NM,English,
2,Tranquil Cove,,Core Set 2021,NM,English,
1,Transcendent Envoy,,Theros: Beyond Death,NM,English,
1,Transguild Promenade,,Commander 2016,NM,English,
1,Traveler's Amulet,,Theros: Beyond Death,NM,English,
1,Treacherous Terrain,,Commander 2016,NM,English,
1,Treasonous Ogre,,Conspiracy,NM,English,
1,Treasure Hunt,,Magic Player Rewards,NM,English,
1,Treasure Keeper,,Aether Revolt,NM,English,
1,Treasured Find,,Return to Ravnica,NM,English,
1,Treefolk Umbra,,Modern Horizons,NM,English,
1,Treetop Ambusher,,Modern Horizons,NM,English,
1,Tribal Flames,,Modern Masters 2015,NM,English,
1,Tribute to the Wild,,Commander 2015,NM,English,
2,Tribute to Urborg,,Dominaria United,NM,English,
1,Triton Waverider,,Theros: Beyond Death,NM,English,
1,Triumphant Surge,,Theros: Beyond Death,NM,English,
2,True Love's Kiss,,Throne of Eldraine,NM,English,
1,Truefire Captain,foil,Guilds of Ravnica,NM,English,
2,Trufflesnout,,Core Set 2021,NM,English,
1,Trumpeting Gnarr,,Ikoria: Lair of Behemoths,NM,English,
1,Trumpeting Gnarr (Alternate Art),,Ikoria: Lair of Behemoths,NM,English,
2,Trumpeting Herd,,Modern Horizons,NM,English,
1,Trumpeting Herd,,Modern Horizons,NM,English,
1,Trusted PEgasus,,War of the Spark,NM,English,
5,Trustworthy Scout,,Modern Horizons,NM,English,
1,Trygon Predator,,Modern Masters 2015,NM,English,
1,Tuinvale Treefolk,,Throne of Eldraine,NM,English,
3,Tuktuk Rubblefort,,Zendikar Rising,NM,English,
1,"Tura Kennerüd, Skyknight",,Dominaria United,NM,English,
1,"Tura Kennerüd, Skyknight (Showcase)",,Dominaria United,NM,English,
1,Turn the Earth,,Innistrad Midnight Hunt,NM,English,
1,Turntimber Ascetic,,Zendikar Rising,NM,English,
3,Turret Ogre,,War of the Spark,NM,English,
2,Turret Ogre,,Core Set 2021,NM,English,
3,Tuskeri Firewalker,,Kaldheim,NM,English,
1,Tuya Bearclaw,foil,Commander Legends,NM,English,
1,Twilight Shepherd,,Shadowmoor,NM,English,
1,Twin Bolt,,Conspiracy: Take the Crown,NM,English,
4,Twin-Silk Spider,,Modern Horizons,NM,English,
3,Twinscroll Shaman,,Strixhaven: School of Mages,NM,English,
1,Twisted Reflection,,Modern Horizons,NM,English,
1,Tyrant's Familiar,,Commander 2014,NM,English,
1,"Ugin, the Spirit Dragon",,Core Set 2021,SP,English,
1,Ugin's Conjurant,,War of the Spark,NM,English,
1,Ugin's Insight,,Battle for Zendikar,NM,German,
1,Uktabi Drake,,Time Spiral Remastered,NM,English,
1,Ulcerate,,Magic 2015 Core Set,NM,English,
3,Umezawa's Charm,,Modern Horizons,NM,English,
2,Unblinking Observer,,Innistrad Midnight Hunt,NM,English,
2,Unbounded Potential,,Modern Horizons 2,NM,English,
2,Unbreakable Bond,,Ikoria: Lair of Behemoths,NM,English,
1,Undead Augur,,Modern Horizons,NM,English,
2,Underdark Basilisk,,Adventures in the Forgotten Realms,NM,English,
2,Undersea Invader,,Kaldheim,NM,English,
1,Underworld Hermit,,Modern Horizons 2,NM,English,
1,Underworld Rage-Hound,,Theros: Beyond Death,NM,English,
1,Unearth,,Modern Horizons,NM,English,
1,Unexpected Fangs,,Ikoria: Lair of Behemoths,NM,English,
1,Unexpected Windfall,,Adventures in the Forgotten Realms,NM,English,
1,Unexplained Vision,,Throne of Eldraine,NM,English,
1,Unhallowed Phalanx,,Innistrad: Crimson Vow,NM,English,
1,Unholy Heat,,Modern Horizons 2,NM,English,
3,Unholy Indenture,,Core Set 2020,NM,English,
1,Unholy Officiant,,Innistrad: Crimson Vow,NM,English,
4,Universal Automaton,,Modern Horizons,NM,English,
1,Universal Solvent,,Aether Revolt,NM,English,
1,Unknown Shores,,Theros: Beyond Death,NM,English,
1,Unlikely Aid,,War of the Spark,NM,English,
2,Unlikely Aid,,Ikoria: Lair of Behemoths,NM,English,
1,Unmake,,Duel Decks: Sorin vs. Tibalt,SP,English,
1,Unnatural Moonrise,,Innistrad Midnight Hunt,NM,English,
1,Unnerve,foil,Conspiracy: Take the Crown,NM,English,
2,Unruly Mob,,Innistrad Midnight Hunt,NM,English,
1,Unstoppable Ogre,,Kamigawa: Neon Dynasty,NM,English,
1,Untamed Kavu,,Dominaria,NM,English,
1,Upheaval,,Modern Horizons 2,NM,English,
1,Upheaval,,Modern Horizons 2,SP,English,
2,Urban Daggertooth,,Modern Horizons 2,NM,English,
1,Urborg Elf,,Apocalypse,NM,English,
1,Urborg Lhurgoyf,,Dominaria United,NM,English,
2,Urborg Repossession,,Dominaria United,NM,English,
1,Urge to Feed,,Duel Decks: Sorin vs. Tibalt,NM,English,
1,Urza's Rage,,Modern Horizons,NM,English,
1,Urza's Tome,,Dominaria,NM,English,
2,Utility Knife,,Zendikar Rising,NM,English,
1,Utopia Tree,,Ninth Edition,NM,Russian,
1,Utopia Vow,,Time Spiral Remastered,NM,English,
1,Utter End,,Khans of Tarkir,SP,English,
1,"Vadrok, Apex of Thunder",,Ikoria: Lair of Behemoths,LP,English,
1,Valkyrie's Sword,,Kaldheim,NM,English,
2,Valor of the Worthy,,Kaldheim,NM,English,
1,Valor Singer,,Adventures in the Forgotten Realms,NM,English,
2,Valorous Steed,,Core Set 2021,NM,English,
1,Vampire Hexmage,,Commander 2013,NM,English,
2,Vampire Interloper,,Innistrad Midnight Hunt,NM,English,
1,Vampire Lacerator,,Modern Masters 2015,NM,English,
1,Vampire Nighthawk,,Zendikar,NM,English,
1,Vampire of the Dire Moon,,Core Set 2020,NM,English,
2,Vampire Opportunist,,War of the Spark,NM,English,
2,Vampire Slayer,,Innistrad: Crimson Vow,NM,English,
1,Vampire Spawn,,Adventures in the Forgotten Realms,NM,English,
1,Vampire's Kiss,,Innistrad: Crimson Vow,NM,English,
1,Vampiric Fury,,Innistrad,NM,English,
1,Vanquish the Weak,,Zendikar Rising,NM,English,
1,Vanquisher's Axe,,Dominaria United,NM,English,
2,Vantress Paladin,,Throne of Eldraine,NM,English,
2,Vault Robber,,Kaldheim,NM,English,
1,Vault Skirge,,New Phyrexia,NM,English,
2,Vectis Gloves,,Modern Horizons 2,NM,English,
1,Vedalken Infiltrator,,Modern Horizons 2,NM,English,
1,Vengeful Devil,,Modern Horizons,NM,English,
3,Venomous Changeling,,Modern Horizons,NM,English,
1,Venomous Hierophant,,Theros: Beyond Death,NM,English,
2,Verdant Command,,Modern Horizons 2,NM,English,
1,Verdant Force,,Commander 2015,NM,English,
1,Vermin Gorger,,Modern Horizons 2,NM,English,
1,Veteran Adventurer,,Zendikar Rising,NM,English,
3,Veteran Dungeoneer,,Adventures in the Forgotten Realms,NM,English,
1,Vial of Dragonfire,,Core Set 2020,NM,English,
3,Viashino Branchrider,,Dominaria United,NM,English,
1,Viashino Lashclaw,,Modern Horizons 2,NM,English,
1,Viashino Sandsprinter,,Modern Horizons,NM,English,
1,Victim of Night,,Innistrad,NM,English,
1,Vildin-Pack Outcast,foil,Eldritch Moon,NM,English,
1,Vildin-Pack Outcast,foil,Eldritch Moon,NM,English,
1,Vile Entomber,,Modern Horizons 2,NM,English,
4,Village Rites,,Kaldheim,NM,English,
1,Vindictive Lich,,Commander 2017,NM,English,
1,Vine Gecko,foil,Zendikar Rising,NM,English,
1,Vine Gecko,,Zendikar Rising,NM,English,
1,Vineshaper Mystic,,Ixalan,NM,English,
2,Vineshaper Prodigy,,Dominaria United,NM,English,
1,Violent Eruption,,Torment,NM,English,
1,Viridian Emissary,,Commander 2015,NM,English,
1,Vitu-Ghazi Guildmage,,Return to Ravnica,NM,English,
2,Vivien's Grizzly,,War of the Spark,NM,English,
1,Vivisection,,Innistrad Midnight Hunt,NM,English,
1,Voda Sea Scavenger,,Dominaria United,NM,English,
3,Vodalian Arcanist,,Core Set 2021,NM,English,
1,Vodalian Mindsinger,,Dominaria United,NM,English,
1,"Vohar, Vodalian Desecrator",,Dominaria United,NM,English,
1,Void Beckoner,,Ikoria: Lair of Behemoths,NM,English,
5,Volatile Claws,,Modern Horizons,NM,English,
1,Volcanic Fallout,,Magic Player Rewards,NM,English,
1,Volcanic Vision,,Commander 2016,NM,English,
2,Voldaren Epicure (Showcase),,Innistrad: Crimson Vow,NM,English,
4,Voldaren Stinger,,Innistrad Midnight Hunt,NM,English,
1,Volshe Tideturner,,Dominaria United,NM,English,
1,Voracious Typhon,,Theros: Beyond Death,NM,English,
2,Vortex Runner,,Strixhaven: School of Mages,NM,English,
1,Voyaging Satyr,,Conspiracy: Take the Crown,NM,English,
1,"Vraska, Swarm's Eminence",,Hour of Devastation,NM,English,
2,Vraska's Finisher,,War of the Spark,NM,English,
1,Vulpikeet,,Ikoria: Lair of Behemoths,NM,English,
1,Vulpikeet (Alternate Art),,Ikoria: Lair of Behemoths,NM,English,
1,Walking Atlas,,Worldwake,SP,English,
1,Walking Corpse,,Core Set 2021,NM,English,
2,Wall of One Thousand Cuts,,Modern Horizons,NM,English,
3,Wall of Runes,,War of the Spark,NM,English,
1,Wall of Runes,,Core Set 2021,NM,English,
1,Wanderer's Intervention,,Kamigawa: Neon Dynasty,NM,English,
3,Wanderer's Strike,,War of the Spark,NM,English,
1,Wandering Troubadour,,Adventures in the Forgotten Realms,NM,English,
1,Wanderlight Spirit,,Innistrad: Crimson Vow,NM,English,
1,War Priest of Thune,,Eternal Masters,NM,English,
2,War Screecher,,War of the Spark,NM,English,
1,Warbriar Blessing,,Theros: Beyond Death,NM,English,
1,Warcry Phoenix,,Dominaria,NM,English,
1,Warden of Evos Isle,,Core Set 2020,NM,English,
2,Warden of the Woods,,Core Set 2021,NM,English,
2,Wardscale Crocodile,,War of the Spark,NM,English,
1,Warhorn Blast,,Kaldheim,NM,English,
1,Warleader's Helix,,Dragon's Maze,SP,English,
1,Warm Welcome,,Streets of New Capenna,NM,English,
1,Warmonger Hellkite,,Commander 2014,NM,English,
2,Warteye Witch,,Modern Horizons,NM,English,
2,Wash Away,,Innistrad: Crimson Vow,NM,English,
3,Waterfall Aerialist,,Strixhaven: School of Mages,NM,English,
1,Waterfront District,,Streets of New Capenna,NM,English,
2,Wavesifter,,Modern Horizons 2,NM,English,
1,Waxmane Baku,foil,Modern Masters 2015,NM,English,
1,Wayfarer's Bauble,,Modern Masters 2015,NM,English,
2,Weapon Rack,,Throne of Eldraine,NM,English,
1,Weaselback Redcap,,Throne of Eldraine,NM,English,
3,Webweaver Changeling,,Modern Horizons,NM,English,
2,Wedding Invitation,,Innistrad: Crimson Vow,NM,English,
1,Wedding Security (Showcase),,Innistrad: Crimson Vow,NM,English,
2,Weigh Down,,Kaldheim,NM,English,
1,Westgate Regent (Showcase),,Adventures in the Forgotten Realms,NM,English,
1,Whirler Rogue,,Magic Origins,NM,English,
3,Whisper Squad,,Ikoria: Lair of Behemoths,NM,English,
1,"Whisper, Blood Liturgist",,Dominaria,NM,English,
1,Whitemane Lion,,Time Spiral Remastered,NM,English,
1,Wicked Guardian,,Throne of Eldraine,NM,English,
1,Widespread Thieving,,Streets of New Capenna,NM,English,
1,Wight of Precinct Six,,Commander 2016,NM,English,
1,Wild Griffin,,Conspiracy: Take the Crown,NM,English,
1,Wild Onslaught,,Dominaria,NM,English,
1,Wild Shape,,Adventures in the Forgotten Realms,NM,English,
1,Wildborn Preserver,,Throne of Eldraine,NM,English,
1,Wildfire Eternal,,Hour of Devastation,NM,English,
1,Wildwood Tracker,,Throne of Eldraine,NM,English,
1,Wilt,,Ikoria: Lair of Behemoths,NM,English,
1,Wind-Scarred Crag,,Ikoria: Lair of Behemoths,NM,English,
1,Wind-Scarred Crag,,Core Set 2021,NM,English,
1,Windborn Muse,,Commander 2016,NM,English,
4,Windcaller Aven,,Modern Horizons,NM,English,
1,Winged Boots,,Forgotten Realms Commander,NM,English,
2,Wingfold Pteron,,Ikoria: Lair of Behemoths,NM,English,
1,Wingmate Roc,,Khans of Tarkir,NM,English,
1,Wings of Hubris,,Theros: Beyond Death,NM,English,
1,Wings of the Cosmos,,Kaldheim,NM,English,
1,Wings of the Guard,,Conspiracy: Take the Crown,NM,English,
3,Winter's Rest,,Modern Horizons,NM,English,
1,Wintermoor Commander,,Throne of Eldraine,NM,English,
1,Winterthorn Blessing,foil,Innistrad Midnight Hunt,NM,English,
1,Winterthorn Blessing,,Innistrad Midnight Hunt,NM,English,
2,Wishcoin Crab,,Core Set 2021,NM,English,
1,Wishful Merfolk,,Throne of Eldraine,NM,English,
1,Witch's Cottage,,Throne of Eldraine,NM,English,
1,Witchstalker,,Magic 2014 Core Set,NM,English,
3,Witherbloom Pledgemage,,Strixhaven: School of Mages,NM,English,
2,Withercrown,,Kaldheim,NM,English,
1,Witness of Tomorrows,,Theros: Beyond Death,NM,English,
1,Witty Roastmaster,,Streets of New Capenna,NM,English,
1,Wizard's Spellbook,foil,Prerelease Cards,NM,English,
1,Wizard's Spellbook,,Adventures in the Forgotten Realms,NM,English,
1,Wolf Strike,,Innistrad: Crimson Vow,NM,English,
2,Wolfkin Bond,,Core Set 2020,NM,English,
1,Wolfkin Outcast // Wedding Crasher,,Innistrad: Crimson Vow,NM,English,
1,Woodcutter's Grit,,Eldritch Moon,NM,English,
1,Woodland Wanderer,foil,Battle for Zendikar,NM,English,
1,Woolly Thoctar,,Modern Masters 2017,NM,English,
1,Word of Seizing,,Commander 2014,NM,English,
1,World-Weary,,Modern Horizons 2,NM,English,
1,World-Weary (Showcase),,Modern Horizons 2,NM,English,
1,Wormhole Serpent,,Strixhaven: School of Mages,NM,English,
1,Wrath of God,,Commander (2013),SP,English,
1,Wrecking Ball,,Modern Masters 2015,NM,English,
1,Wrecking Crew,,Streets of New Capenna,NM,English,
1,Wretched Anurid,,Onslaught,NM,English,
1,Wretched Confluence,,Commander 2015,NM,English,
1,"Xanathar, Guild Kingpin",,Adventures in the Forgotten Realms,NM,English,
1,"Xantcha, Sleeper Agent",,Commander 2018,NM,English,
1,"Yargle, Glutton of Urborg",,Dominaria,NM,English,
1,Yarok's Wavecrasher,,Core Set 2020,NM,English,
2,Yavimaya Sojourner,,Dominaria United,NM,English,
1,"Yidaro, Wandering Monster",,Ikoria: Lair of Behemoths,NM,English,
1,"Yidris, Maelstrom Wielder",foil,Commander 2016,NM,English,
1,Yoked Ox,,Core Set 2020,NM,English,
1,Yotia Declares War,,Dominaria United,NM,English,
1,You Are Already Dead,,Kamigawa: Neon Dynasty,NM,English,
3,You Come to a River,,Adventures in the Forgotten Realms,NM,English,
2,You Come to the Gnoll Camp,,Adventures in the Forgotten Realms,NM,English,
3,You Find a Cursed Idol,,Adventures in the Forgotten Realms,NM,English,
1,You Find the Villain's Lair,,Adventures in the Forgotten Realms,NM,English,
1,You Happen On a Glade,,Adventures in the Forgotten Realms,NM,English,
3,You Hear Something on Watch,,Adventures in the Forgotten Realms,NM,English,
1,You Meet in a Tavern,,Adventures in the Forgotten Realms,NM,English,
1,You see a Guard Approach,,Adventures in the Forgotten Realms,NM,English,
2,You See a Pair of Goblins,,Adventures in the Forgotten Realms,NM,English,
1,You're Ambushed on the Road,,Adventures in the Forgotten Realms,NM,English,
2,Yuan-Ti Fang-Blade,,Adventures in the Forgotten Realms,NM,English,
1,Yuan-Ti Malison,,Adventures in the Forgotten Realms,NM,English,
3,Zagoth Mamba,,Ikoria: Lair of Behemoths,NM,English,
1,"Zagras, Thief of Heartbeats",foil,Zendikar Rising,NM,English,
1,"Zar Ojanen, Scion of Efrava",,Dominaria United,NM,English,
1,"Zar Ojanen, Scion of Efrava",foil,Dominaria United,NM,English,
2,Zhalfirin Decoy,,Modern Horizons,NM,English,
1,Zhur-Taa Goblin,,Ravnica Allegiance,NM,English,
1,Zombie Ogre,,Adventures in the Forgotten Realms,NM,English,
2,Zulaport Duelist,,Zendikar Rising,NM,English,
1,Zuran Orb,,Modern Horizons 2,NM,English,
